index,y_pred
1491,0.9
1492,0.8002777777777778
1493,0.22519047619047622
1494,0.1388888888888889
1495,0.004166666666666667
1496,0.2875661375661375
1497,0.8633333333333333
1498,0.17666666666666667
1499,0.31923015873015864
1500,0.7944071669071668
1501,0.1310598132804015
1502,0.014563492063492061
1503,0.10494444444444444
1504,0.14716666666666667
1505,0.4057782587782586
1506,0.002916666666666667
1507,0.06219179894179894
1508,0.6366666666666667
1509,0.20299206349206347
1510,0.0008333333333333334
1511,0.19027777777777782
1512,0.04722222222222223
1513,0.9966666666666667
1514,0.9966666666666667
1515,0.14361772486772487
1516,0.06207010582010581
1517,1.0
1518,0.12477777777777779
1519,0.0
1520,0.07207936507936506
1521,0.9966666666666667
1522,0.0
1523,0.06219179894179894
1524,0.9659999999999999
1525,0.6015578958078956
1526,0.7615674603174604
1527,0.8766666666666667
1528,0.7217460317460317
1529,0.0004761904761904762
1530,0.06125
1531,0.06219179894179894
1532,0.4500555555555556
1533,0.7980555555555556
1534,0.6028585858585859
1535,0.2555555555555556
1536,0.28062698412698395
1537,0.10494444444444444
1538,0.0
1539,0.5282777777777778
1540,0.39888119288119306
1541,0.0033333333333333335
1542,0.3229105339105337
1543,0.031994505494505505
1544,0.20473015873015876
1545,0.8266666666666667
1546,0.2416111111111111
1547,1.0
1548,0.45781746031746046
1549,0.4442900155400157
1550,0.08572631072631072
1551,0.7864166666666667
1552,0.7217460317460317
1553,0.9833333333333333
1554,0.08466666666666667
1555,0.9933333333333333
1556,0.9866666666666667
1557,0.3980740740740742
1558,0.031619047619047616
1559,0.06111111111111111
1560,0.2541084656084656
1561,0.19499206349206352
1562,0.0033333333333333335
1563,0.48746031746031754
1564,0.15883333333333338
1565,0.5144920634920633
1566,0.9866666666666667
1567,0.8633333333333333
1568,0.15
1569,0.3455436507936509
1570,0.26666666666666666
1571,1.0
1572,0.0565079365079365
1573,0.6533333333333333
1574,0.2833333333333333
1575,0.4445555555555555
1576,0.0033333333333333335
1577,0.010719439186544447
1578,0.015416666666666667
1579,0.2008333333333333
1580,0.07855555555555556
1581,0.6508174603174604
1582,0.024714285714285716
1583,0.0
1584,0.0
1585,0.9366666666666666
1586,0.9966666666666667
1587,0.27302248677248686
1588,0.10783333333333334
1589,0.9866666666666667
1590,0.6532777777777778
1591,0.0
1592,0.99
1593,0.07666666666666666
1594,0.9666666666666667
1595,0.06372222222222224
1596,0.0
1597,0.12477777777777779
1598,0.6547777777777777
1599,0.022027777777777775
1600,0.0
1601,0.03323015873015873
1602,0.0044444444444444444
1603,0.0
1604,0.04122222222222222
1605,0.13534722222222223
1606,0.03
1607,0.12857142857142856
1608,0.9966666666666667
1609,0.08844444444444445
1610,0.11615873015873016
1611,0.8666666666666667
1612,0.99
1613,0.14
1614,0.16422498797498822
1615,0.1938888888888889
1616,0.22561183261183265
1617,0.3767222222222223
1618,0.0819288114133315
1619,0.1388888888888889
1620,0.021805555555555557
1621,0.5346666666666667
1622,0.25666666666666665
1623,0.9966666666666667
1624,0.6422218614718616
1625,0.006666666666666667
1626,0.15410601435601434
1627,0.3521190476190477
1628,0.01616666666666667
1629,0.14
1630,0.5346666666666667
1631,0.3400555555555555
1632,0.3980740740740742
1633,0.17277777777777778
1634,0.0016666666666666668
1635,0.8766666666666667
1636,0.9633333333333334
1637,0.15333333333333332
1638,0.0
1639,1.0
1640,0.1100396825396825
1641,0.0033333333333333335
1642,0.48746031746031754
1643,0.04365079365079365
1644,0.10311111111111111
1645,0.17277777777777778
1646,0.2326825396825397
1647,0.24166666666666667
1648,0.05019047619047618
1649,0.03742135642135641
1650,0.9033333333333333
1651,1.0
1652,0.8466666666666667
1653,0.5514325396825396
1654,0.9966666666666667
1655,0.006666666666666667
1656,0.15410601435601434
1657,0.010777777777777778
1658,0.5866666666666667
1659,0.45475793650793644
1660,0.0005555555555555556
1661,0.0
1662,0.031111111111111107
1663,0.19125661375661382
1664,0.08541534391534392
1665,0.0
1666,0.7966666666666666
1667,0.035388888888888886
1668,0.16444444444444442
1669,0.5514325396825396
1670,0.83
1671,0.95
1672,0.9966666666666667
1673,0.680228428978429
1674,0.5883333333333334
1675,0.7937777777777779
1676,0.07411111111111109
1677,0.006666666666666667
1678,0.9383333333333334
1679,0.010777777777777778
1680,0.5091666666666667
1681,0.04122222222222222
1682,0.02188888888888889
1683,0.0033333333333333335
1684,0.8666666666666667
1685,0.28277777777777774
1686,0.6566666666666666
1687,0.0
1688,0.44512698412698415
1689,0.3455436507936509
1690,0.7633333333333333
1691,1.0
1692,0.29333333333333333
1693,0.4924444444444446
1694,0.0
1695,0.060476190476190475
1696,0.41715873015873023
1697,0.10686002886002882
1698,0.10494444444444444
1699,0.680228428978429
1700,0.05632936507936508
1701,0.12477777777777779
1702,0.6077777777777779
1703,0.14525396825396825
1704,1.0
1705,0.0
1706,0.8633333333333333
1707,0.0033333333333333335
1708,0.10192857142857142
1709,0.004277777777777777
1710,1.0
1711,0.0033333333333333335
1712,0.9966666666666667
1713,0.1310598132804015
1714,0.22561183261183265
1715,0.05632936507936508
1716,0.22766378066378076
1717,0.7412526455026452
1718,0.01
1719,0.9966666666666667
1720,0.47955555555555557
1721,0.98
1722,0.9866666666666667
1723,0.07555555555555556
1724,0.013333333333333334
1725,0.680228428978429
1726,1.0
1727,0.0033333333333333335
1728,0.0016666666666666668
1729,0.7663888888888889
1730,0.0037777777777777775
1731,0.25300793650793646
1732,0.30777777777777776
1733,0.0
1734,0.3973571428571428
1735,0.9461666666666667
1736,0.6746666666666667
1737,0.07411111111111109
1738,0.3547222222222222
1739,0.08011111111111112
1740,0.15408730158730163
1741,0.3229105339105337
1742,0.3229105339105337
1743,0.031341269841269837
1744,0.5714285714285715
1745,0.205
1746,0.0
1747,0.8633333333333333
1748,0.18444444444444444
1749,0.09666666666666666
1750,0.0044444444444444444
1751,0.0
1752,0.17429365079365075
1753,0.8058333333333333
1754,0.98
1755,0.09078174603174602
1756,0.017555555555555557
1757,0.6844444444444445
1758,0.005
1759,0.31166666666666665
1760,1.0
1761,0.63
1762,0.19666666666666666
1763,0.3521190476190477
1764,0.0075
1765,0.3
1766,0.33698412698412694
1767,0.0033333333333333335
1768,0.3353888981388984
1769,0.10686002886002882
1770,0.3973571428571428
1771,1.0
1772,0.11222222222222224
1773,0.46893650793650804
1774,0.0025
1775,0.9644444444444445
1776,0.0
1777,0.31816666666666665
1778,0.006666666666666667
1779,0.99
1780,0.021666666666666667
1781,0.14667724867724863
1782,0.7105952380952382
1783,0.10606349206349205
1784,0.02587962962962963
1785,0.3016534391534392
1786,0.05153571428571428
1787,0.06372222222222224
1788,0.08476190476190476
1789,0.21787037037037033
1790,0.34660317460317475
1791,0.16970528083028089
1792,1.0
1793,1.0
1794,0.9966666666666667
1795,0.03402380952380953
1796,0.31923015873015864
1797,0.3116322751322751
1798,0.9966666666666667
1799,1.0
1800,0.06333333333333334
1801,0.0
1802,0.0
1803,0.9733333333333334
1804,0.05019047619047618
1805,0.0
1806,0.33698412698412694
1807,0.15410601435601434
1808,0.5148686406186408
1809,0.0
1810,0.049444444444444444
1811,0.2603333333333333
1812,0.6566666666666666
1813,1.0
1814,0.3972222222222222
1815,0.7463333333333333
1816,0.04694444444444444
1817,0.10666666666666667
1818,0.02
1819,0.7674322991822992
1820,0.0
1821,0.8266666666666667
1822,0.0
1823,0.85
1824,0.6811111111111111
1825,0.09277777777777776
1826,0.0720515873015873
1827,0.08833333333333333
1828,0.0
1829,0.3233333333333333
