ID,pred
8010,0.62
8011,0.7933333333333333
8012,0.3933333333333333
8013,0.5633333333333334
8014,0.38
8015,0.4033333333333333
8016,0.45666666666666667
8017,0.4766666666666667
8018,0.36
8019,0.4633333333333333
8020,0.72
8021,0.49333333333333335
8022,0.45
8023,0.47
8024,0.6133333333333333
8025,0.7233333333333334
8026,0.5833333333333334
8027,0.69
8028,0.48333333333333334
8029,0.4666666666666667
8030,0.55
8031,0.42333333333333334
8032,0.55
8033,0.4166666666666667
8034,0.6
8035,0.5933333333333334
8036,0.5866666666666667
8037,0.5033333333333333
8038,0.47333333333333333
8039,0.3
8040,0.6066666666666667
8041,0.6266666666666667
8042,0.51
8043,0.4866666666666667
8044,0.6433333333333333
8045,0.5833333333333334
8046,0.32666666666666666
8047,0.43333333333333335
8048,0.5533333333333333
8049,0.5333333333333333
8050,0.8633333333333333
8051,0.2866666666666667
8052,0.44
8053,0.4166666666666667
8054,0.6
8055,0.43666666666666665
8056,0.30666666666666664
8057,0.6033333333333334
8058,0.47333333333333333
8059,0.5866666666666667
8060,0.43666666666666665
8061,0.45
8062,0.4766666666666667
8063,0.39
8064,0.25333333333333335
8065,0.3466666666666667
8066,0.5933333333333334
8067,0.4033333333333333
8068,0.5866666666666667
8069,0.38666666666666666
8070,0.66
8071,0.48333333333333334
8072,0.6433333333333333
8073,0.5233333333333333
8074,0.31333333333333335
8075,0.3933333333333333
8076,0.4533333333333333
8077,0.43333333333333335
8078,0.28
8079,0.4033333333333333
8080,0.5933333333333334
8081,0.5733333333333334
8082,0.41
8083,0.42
8084,0.5166666666666667
8085,0.45666666666666667
8086,0.5266666666666666
8087,0.55
8088,0.24333333333333335
8089,0.5333333333333333
8090,0.4533333333333333
8091,0.48
8092,0.4666666666666667
8093,0.38333333333333336
8094,0.45
8095,0.48333333333333334
8096,0.53
8097,0.5666666666666667
8098,0.47
8099,0.5066666666666667
8100,0.54
8101,0.41333333333333333
8102,0.36333333333333334
8103,0.4033333333333333
8104,0.48
8105,0.37333333333333335
8106,0.41333333333333333
8107,0.68
8108,0.49333333333333335
8109,0.5633333333333334
8110,0.5966666666666667
8111,0.31666666666666665
8112,0.5666666666666667
8113,0.52
8114,0.67
8115,0.42333333333333334
8116,0.6666666666666666
8117,0.37333333333333335
8118,0.19666666666666666
8119,0.5666666666666667
8120,0.3466666666666667
8121,0.39666666666666667
8122,0.41
8123,0.4166666666666667
8124,0.5933333333333334
8125,0.42
8126,0.43333333333333335
8127,0.4066666666666667
8128,0.4166666666666667
8129,0.51
8130,0.4266666666666667
8131,0.49666666666666665
8132,0.4866666666666667
8133,0.48
8134,0.54
8135,0.3
8136,0.36
8137,0.39666666666666667
8138,0.4
8139,0.55
8140,0.45666666666666667
8141,0.29
8142,0.5033333333333333
8143,0.5666666666666667
8144,0.39
8145,0.49666666666666665
8146,0.57
8147,0.6
8148,0.46
8149,0.49666666666666665
8150,0.44333333333333336
8151,0.5133333333333333
8152,0.4766666666666667
8153,0.5466666666666666
8154,0.4666666666666667
8155,0.49333333333333335
8156,0.4766666666666667
8157,0.6
8158,0.41
8159,0.5466666666666666
8160,0.30666666666666664
8161,0.4533333333333333
8162,0.5166666666666667
8163,0.47
8164,0.43666666666666665
8165,0.29
8166,0.41333333333333333
8167,0.42
8168,0.43666666666666665
8169,0.52
8170,0.36666666666666664
8171,0.3233333333333333
8172,0.26
8173,0.2833333333333333
8174,0.3233333333333333
8175,0.32
8176,0.4666666666666667
8177,0.36333333333333334
8178,0.47333333333333333
8179,0.6166666666666667
8180,0.5866666666666667
8181,0.44333333333333336
8182,0.44666666666666666
8183,0.2733333333333333
8184,0.47
8185,0.29
8186,0.36
8187,0.4533333333333333
8188,0.35333333333333333
8189,0.44333333333333336
8190,0.5833333333333334
8191,0.49333333333333335
8192,0.38666666666666666
8193,0.5933333333333334
8194,0.4033333333333333
8195,0.5266666666666666
8196,0.4533333333333333
8197,0.42333333333333334
8198,0.14666666666666667
8199,0.5466666666666666
8200,0.5133333333333333
8201,0.34
8202,0.33
8203,0.4
8204,0.6433333333333333
8205,0.29
8206,0.56
8207,0.22333333333333333
8208,0.5333333333333333
8209,0.39
8210,0.49666666666666665
8211,0.30333333333333334
8212,0.55
8213,0.3333333333333333
8214,0.4866666666666667
8215,0.56
8216,0.37666666666666665
8217,0.5433333333333333
8218,0.6333333333333333
8219,0.43666666666666665
8220,0.75
8221,0.46
8222,0.38
8223,0.44
8224,0.47
8225,0.45666666666666667
8226,0.47333333333333333
8227,0.52
8228,0.2733333333333333
8229,0.46
8230,0.5
8231,0.4266666666666667
8232,0.26666666666666666
8233,0.69
8234,0.31333333333333335
8235,0.5866666666666667
8236,0.43666666666666665
8237,0.44333333333333336
8238,0.39
8239,0.5733333333333334
8240,0.5766666666666667
8241,0.2833333333333333
8242,0.5033333333333333
8243,0.51
8244,0.5833333333333334
8245,0.3566666666666667
8246,0.19333333333333333
8247,0.5666666666666667
8248,0.4
8249,0.41
8250,0.4033333333333333
8251,0.29333333333333333
8252,0.3933333333333333
8253,0.53
8254,0.6166666666666667
8255,0.36333333333333334
8256,0.56
8257,0.58
8258,0.6766666666666666
8259,0.62
8260,0.7933333333333333
8261,0.36333333333333334
8262,0.5133333333333333
8263,0.6833333333333333
8264,0.4
8265,0.4866666666666667
8266,0.5066666666666667
8267,0.6033333333333334
8268,0.6033333333333334
8269,0.58
8270,0.4633333333333333
8271,0.5866666666666667
8272,0.5366666666666666
8273,0.6233333333333333
8274,0.5466666666666666
8275,0.3433333333333333
8276,0.4266666666666667
8277,0.36333333333333334
8278,0.5066666666666667
8279,0.49
8280,0.5
8281,0.55
8282,0.4033333333333333
8283,0.5966666666666667
8284,0.49333333333333335
8285,0.46
8286,0.36333333333333334
8287,0.5433333333333333
8288,0.43
8289,0.55
8290,0.38
8291,0.4166666666666667
8292,0.43333333333333335
8293,0.45666666666666667
8294,0.6
8295,0.29333333333333333
8296,0.37666666666666665
8297,0.5233333333333333
8298,0.3566666666666667
8299,0.37666666666666665
8300,0.5266666666666666
8301,0.47
8302,0.5433333333333333
8303,0.47
8304,0.45666666666666667
8305,0.38666666666666666
8306,0.53
8307,0.4066666666666667
8308,0.41333333333333333
8309,0.5766666666666667
8310,0.49
8311,0.3433333333333333
8312,0.27666666666666667
8313,0.49666666666666665
8314,0.6633333333333333
8315,0.44666666666666666
8316,0.4633333333333333
8317,0.48
8318,0.64
8319,0.36
8320,0.5666666666666667
8321,0.47
8322,0.55
8323,0.61
8324,0.7966666666666666
8325,0.6
8326,0.54
8327,0.5
8328,0.62
8329,0.71
8330,0.6233333333333333
8331,0.3
8332,0.48
8333,0.5033333333333333
8334,0.5133333333333333
8335,0.42
8336,0.4266666666666667
8337,0.58
8338,0.35
8339,0.5233333333333333
8340,0.48333333333333334
8341,0.32666666666666666
8342,0.6266666666666667
8343,0.38333333333333336
8344,0.5133333333333333
8345,0.2833333333333333
8346,0.5033333333333333
8347,0.49
8348,0.37
8349,0.20666666666666667
8350,0.39
8351,0.36333333333333334
8352,0.49
8353,0.5466666666666666
8354,0.27
8355,0.25333333333333335
8356,0.48333333333333334
8357,0.59
8358,0.43
8359,0.5533333333333333
8360,0.5533333333333333
8361,0.5933333333333334
8362,0.49666666666666665
8363,0.43666666666666665
8364,0.5333333333333333
8365,0.2633333333333333
8366,0.5966666666666667
8367,0.31333333333333335
8368,0.35333333333333333
8369,0.39666666666666667
8370,0.46
8371,0.5166666666666667
8372,0.45
8373,0.39666666666666667
8374,0.45
8375,0.44666666666666666
8376,0.43333333333333335
8377,0.44666666666666666
8378,0.42
8379,0.5866666666666667
8380,0.37333333333333335
8381,0.5333333333333333
8382,0.39
8383,0.43666666666666665
8384,0.45
8385,0.49
8386,0.6866666666666666
8387,0.5166666666666667
8388,0.31666666666666665
8389,0.5066666666666667
8390,0.3566666666666667
8391,0.38
8392,0.44
8393,0.5666666666666667
8394,0.6
8395,0.38333333333333336
8396,0.28
8397,0.4
8398,0.3566666666666667
8399,0.6033333333333334
8400,0.5266666666666666
8401,0.43666666666666665
8402,0.49333333333333335
8403,0.47333333333333333
