index,y_pred
1491,0.93
1492,0.82
1493,0.12533333333333332
1494,0.12166666666666666
1495,0.016666666666666666
1496,0.0
1497,0.84
1498,0.4
1499,0.3220476190476191
1500,0.7447619047619048
1501,0.11382374569874569
1502,0.02
1503,0.07166666666666667
1504,0.16166666666666665
1505,0.2427063492063491
1506,0.01
1507,0.06516666666666666
1508,0.66
1509,0.20226190476190475
1510,0.0
1511,0.24250000000000005
1512,0.02
1513,1.0
1514,0.99
1515,0.075
1516,0.060666666666666674
1517,1.0
1518,0.15
1519,0.0
1520,0.14416666666666664
1521,0.96
1522,0.0
1523,0.06516666666666666
1524,0.882
1525,0.6443178488178489
1526,0.8043333333333332
1527,0.84
1528,0.7455238095238097
1529,0.01
1530,0.029166666666666664
1531,0.06516666666666666
1532,0.6041666666666667
1533,0.74
1534,0.588095238095238
1535,0.29
1536,0.32349999999999995
1537,0.07166666666666667
1538,0.0
1539,0.555
1540,0.4734978354978355
1541,0.01
1542,0.5162142857142858
1543,0.0
1544,0.19099999999999998
1545,0.82
1546,0.157
1547,0.97
1548,0.10333333333333333
1549,0.31976984126984115
1550,0.08576190476190478
1551,0.84
1552,0.7455238095238097
1553,0.99
1554,0.03
1555,0.87
1556,1.0
1557,0.4768333333333333
1558,0.015
1559,0.0325
1560,0.004
1561,0.06833333333333334
1562,0.009166666666666665
1563,0.7556666666666668
1564,0.26691666666666664
1565,0.5171666666666667
1566,0.97
1567,0.87
1568,0.15
1569,0.31717857142857137
1570,0.16
1571,1.0
1572,0.04333333333333333
1573,0.72
1574,0.23
1575,0.7383333333333333
1576,0.01
1577,0.0
1578,0.06499999999999999
1579,0.2085
1580,0.025
1581,0.7049999999999998
1582,0.08928571428571429
1583,0.0
1584,0.0
1585,0.92
1586,1.0
1587,0.23753571428571416
1588,0.051
1589,0.97
1590,0.6773333333333332
1591,0.0
1592,0.99
1593,0.06
1594,0.97
1595,0.06
1596,0.0
1597,0.15
1598,0.20550000000000002
1599,0.013999999999999999
1600,0.0
1601,0.020595238095238094
1602,0.03333333333333333
1603,0.0
1604,0.013999999999999999
1605,0.11
1606,0.08
1607,0.2
1608,0.99
1609,0.10166666666666666
1610,0.19
1611,0.8
1612,0.99
1613,0.16
1614,0.1862492784992784
1615,0.2941666666666667
1616,0.2111111111111111
1617,0.30083333333333334
1618,0.0
1619,0.12166666666666666
1620,0.16583333333333336
1621,0.26566666666666666
1622,0.32
1623,1.0
1624,0.7638333333333334
1625,0.05833333333333334
1626,0.09445238095238093
1627,0.3684999999999999
1628,0.017285714285714286
1629,0.27
1630,0.26566666666666666
1631,0.39675
1632,0.4768333333333333
1633,0.2
1634,0.0
1635,0.84
1636,0.92
1637,0.1
1638,0.0
1639,1.0
1640,0.13988095238095238
1641,0.01
1642,0.7556666666666668
1643,0.12066666666666666
1644,0.04833333333333333
1645,0.2
1646,0.16909523809523808
1647,0.226
1648,0.047000000000000014
1649,0.07249350649350648
1650,0.9
1651,1.0
1652,0.87
1653,0.36533333333333323
1654,0.99
1655,0.01
1656,0.09445238095238093
1657,0.01
1658,0.56
1659,0.4329999999999999
1660,0.035
1661,0.0
1662,0.06
1663,0.22033333333333335
1664,0.16616666666666668
1665,0.0
1666,0.76
1667,0.0
1668,0.165
1669,0.36533333333333323
1670,0.86
1671,0.88
1672,0.98
1673,0.5723095238095238
1674,0.6066666666666667
1675,0.8083333333333332
1676,0.12835714285714284
1677,0.05833333333333334
1678,0.9566666666666667
1679,0.01
1680,0.6041666666666667
1681,0.013999999999999999
1682,0.08486904761904761
1683,0.0
1684,0.8
1685,0.02
1686,0.64
1687,0.01
1688,0.735
1689,0.31717857142857137
1690,0.72
1691,1.0
1692,0.06
1693,0.45333333333333337
1694,0.0
1695,0.07
1696,0.40047222222222234
1697,0.21260714285714288
1698,0.07166666666666667
1699,0.5723095238095238
1700,0.09702380952380953
1701,0.15
1702,0.655
1703,0.161
1704,1.0
1705,0.02
1706,0.84
1707,0.0
1708,0.07559523809523809
1709,0.005833333333333333
1710,1.0
1711,0.01
1712,1.0
1713,0.11382374569874569
1714,0.2111111111111111
1715,0.09702380952380953
1716,0.0
1717,0.41
1718,0.01
1719,0.98
1720,0.4616666666666667
1721,0.95
1722,0.97
1723,0.045
1724,0.01
1725,0.5723095238095238
1726,1.0
1727,0.01
1728,0.013333333333333332
1729,0.8079999999999999
