index,y_pred
1491,0.99
1492,0.8466666666666667
1493,0.6122976190476188
1494,0.16666666666666669
1495,0.02222222222222222
1496,0.3596878306878307
1497,0.8133333333333334
1498,0.16794871794871793
1499,0.4818333333333333
1500,0.7397473544973544
1501,0.008611111111111111
1502,0.010833333333333334
1503,0.14224603174603176
1504,0.1202777777777778
1505,0.6083941798941799
1506,0.014
1507,0.06652380952380951
1508,0.5566666666666666
1509,0.2990436507936508
1510,0.0033333333333333335
1511,0.1457251082251082
1512,0.1823730158730159
1513,0.99
1514,0.9833333333333333
1515,0.16933333333333334
1516,0.05399603174603174
1517,1.0
1518,0.22416378066378068
1519,0.0
1520,0.032777777777777774
1521,0.99
1522,0.0033333333333333335
1523,0.06652380952380951
1524,0.6766944444444445
1525,0.4317063492063492
1526,0.7683333333333332
1527,0.86
1528,0.7131706349206349
1529,0.008777777777777778
1530,0.07933333333333333
1531,0.06652380952380951
1532,0.49361111111111095
1533,0.7733333333333333
1534,0.4973333333333333
1535,0.23
1536,0.5469047619047619
1537,0.14224603174603176
1538,0.0
1539,0.44638888888888895
1540,0.4200684223184223
1541,0.019166666666666665
1542,0.3184338624338628
1543,0.04493530543530544
1544,0.2661349206349207
1545,0.82
1546,0.6609444444444443
1547,0.9577380952380954
1548,0.4845555555555556
1549,0.5072571317571319
1550,0.1790238095238096
1551,0.4235868205868207
1552,0.7131706349206349
1553,0.98
1554,0.06
1555,0.9633333333333334
1556,0.9733333333333334
1557,0.3463531746031746
1558,0.042777777777777776
1559,0.050055555555555555
1560,0.32254761904761914
1561,0.16903968253968252
1562,0.018111111111111113
1563,0.4736984126984124
1564,0.19777777777777777
1565,0.5346111111111111
1566,0.9585714285714287
1567,0.8333333333333334
1568,0.11
1569,0.321010582010582
1570,0.29
1571,1.0
1572,0.2172777777777778
1573,0.5616666666666666
1574,0.42333333333333334
1575,0.49316666666666664
1576,0.019166666666666665
1577,0.008098124098124099
1578,0.0033333333333333335
1579,0.2882222222222222
1580,0.11888888888888888
1581,0.7086785714285714
1582,0.03948412698412698
1583,0.0
1584,0.005370370370370371
1585,0.97
1586,0.9966666666666667
1587,0.25776851851851856
1588,0.13333333333333333
1589,0.9966666666666667
1590,0.72
1591,0.005370370370370371
1592,0.9933333333333333
1593,0.05583333333333333
1594,0.9566666666666667
1595,0.08676190476190478
1596,0.0033333333333333335
1597,0.22416378066378068
1598,0.6701666666666667
1599,0.04869576719576719
1600,0.0
1601,0.06251587301587302
1602,0.013055555555555555
1603,0.0
1604,0.5929841269841267
1605,0.0632936507936508
1606,0.02666666666666667
1607,0.09666666666666666
1608,0.9983333333333333
1609,0.0033333333333333335
1610,0.13738888888888887
1611,0.8233333333333334
1612,0.98
1613,0.11666666666666667
1614,0.2694589947089948
1615,0.2837777777777778
1616,0.12500529100529104
1617,0.04377777777777778
1618,0.11293422148027409
1619,0.16666666666666669
1620,0.014126984126984127
1621,0.51
1622,0.23333333333333334
1623,0.9966666666666667
1624,0.5176190476190476
1625,0.0051111111111111105
1626,0.1883492063492063
1627,0.050126984126984124
1628,0.030999999999999996
1629,0.14333333333333334
1630,0.51
1631,0.4765
1632,0.3463531746031746
1633,0.19878266178266177
1634,0.0051190476190476186
1635,0.86
1636,0.96
1637,0.15
1638,0.0
1639,1.0
1640,0.2647380952380952
1641,0.019166666666666665
1642,0.4736984126984124
1643,0.09803571428571428
1644,0.11016666666666666
1645,0.19878266178266177
1646,0.30277777777777776
1647,0.42583333333333334
1648,0.030058201058201065
1649,0.09435317460317455
1650,0.9166666666666666
1651,1.0
1652,0.8033333333333333
1653,0.4189523809523811
1654,0.9516666666666667
1655,0.006666666666666667
1656,0.1883492063492063
1657,0.13688888888888887
1658,0.44
1659,0.4631031746031745
1660,0.012222222222222223
1661,0.013888888888888886
1662,0.042222222222222223
1663,0.28216666666666657
1664,0.17268742368742368
1665,0.0033333333333333335
1666,0.77
1667,0.04014285714285714
1668,0.14666666666666667
1669,0.4189523809523811
1670,0.8166666666666667
1671,0.9813333333333333
1672,0.9966666666666667
1673,0.18638756613756624
1674,0.3333333333333333
1675,0.7408333333333332
1676,0.07726984126984128
1677,0.0051111111111111105
1678,0.9725
1679,0.13688888888888887
1680,0.22111111111111115
1681,0.5929841269841267
1682,0.009444444444444445
1683,0.006666666666666667
1684,0.8233333333333334
1685,0.27
1686,0.6933333333333334
1687,0.0
1688,0.3861904761904762
1689,0.321010582010582
1690,0.7066666666666667
1691,1.0
1692,0.05222222222222222
1693,0.38333333333333336
1694,0.0
1695,0.0876111111111111
1696,0.33442857142857146
1697,0.10074999999999999
1698,0.14224603174603176
1699,0.18638756613756624
1700,0.0075
1701,0.22416378066378068
1702,0.17600000000000002
1703,0.15411111111111112
1704,0.995
1705,0.0
1706,0.8133333333333334
1707,0.01
1708,0.11177777777777777
1709,0.026333333333333334
1710,0.9966666666666667
1711,0.019166666666666665
1712,0.9933333333333333
1713,0.008611111111111111
1714,0.12500529100529104
1715,0.0075
1716,0.24791982091982082
1717,0.5521825396825397
1718,0.0
