ID,pred
458989,B
458994,C
459000,C
459003,C
459005,A
459008,C
459013,C
459014,D
459015,D
459016,D
459024,C
459026,D
459032,D
459033,B
459036,A
459039,C
459041,A
459045,B
459058,A
459061,D
459064,D
459074,C
459077,B
459080,A
459090,A
459091,C
459100,B
459106,A
459114,C
459116,C
459117,B
459119,C
459120,D
459121,C
459123,C
459130,A
459132,D
459136,C
459140,D
459143,B
459150,A
459160,C
459161,B
459162,C
459163,A
459167,B
459170,A
459171,B
459172,D
459175,C
459181,B
459182,B
459184,A
459185,D
459193,A
459194,C
459196,D
459208,C
459209,D
459210,C
459212,C
459213,A
459216,B
459220,B
459222,C
459223,C
459224,C
459227,D
459229,B
459236,A
459237,C
459244,B
459247,C
459263,D
459264,B
459266,D
459270,A
459284,C
459287,D
459288,C
459289,A
459290,B
459292,B
459296,C
459307,A
459310,A
459316,A
459318,A
459320,D
459322,D
459339,B
459344,C
459347,B
459349,C
459352,B
459353,C
459362,A
459363,C
459364,B
459375,A
459377,C
459383,A
459384,C
459385,C
459386,B
459391,D
459394,A
459397,C
459405,A
459407,A
459409,B
459410,A
459415,D
459418,D
459419,C
459420,B
459421,D
459423,D
459428,D
459432,A
459436,C
459439,C
459445,C
459447,B
459451,B
459459,A
459461,A
459466,C
459467,C
459480,A
459481,D
459482,D
459497,B
459503,C
459509,D
459512,B
459515,B
459535,C
459536,D
459538,B
459541,C
459549,D
459555,A
459558,D
459564,D
459566,B
459567,C
459571,C
459579,C
459583,C
459585,C
459587,A
459588,B
459591,C
459592,D
459594,B
459597,C
459603,B
459607,A
459617,D
459618,B
459625,B
459626,D
459632,D
459644,A
459658,C
459664,B
459665,B
459672,C
459673,B
459678,D
459686,B
459692,C
459701,B
459711,B
459715,D
459718,B
459725,B
459740,D
459742,C
459745,A
459747,C
459748,C
459756,B
459760,D
459767,D
459779,A
459780,A
459795,B
459801,A
459804,C
459806,A
459815,A
459822,A
459825,D
459832,D
459845,D
459851,B
459853,A
459856,B
459857,A
459861,A
459867,C
459869,D
459871,A
459886,A
459889,B
459897,C
459909,D
459910,A
459911,D
459914,B
459923,D
459925,D
459937,A
459943,A
459945,B
459946,C
459949,B
459953,C
459961,A
459962,B
459966,A
459968,A
459970,A
459973,C
459974,A
459975,C
459981,B
459986,A
459995,A
459996,A
459998,B
460004,B
460006,D
460014,A
460023,A
460040,C
460045,B
460046,B
460050,A
460051,A
460052,B
460058,B
460061,D
460066,D
460068,B
460073,B
460079,A
460081,B
460090,A
460093,B
460095,C
460101,D
460103,A
460105,B
460107,C
460108,C
460109,C
460112,C
460118,B
460119,D
460122,B
460124,C
460134,B
460135,D
460140,C
460141,A
460146,A
460147,C
460160,A
460162,D
460166,D
460167,B
460168,C
460171,B
460174,D
460175,C
460177,B
460179,D
460183,A
460185,D
460187,B
460189,D
460190,D
460196,D
460206,B
460212,D
460214,C
460223,A
460227,C
460242,D
460243,A
460248,D
460252,B
460263,B
460265,B
460270,B
460272,B
460275,B
460276,C
460281,D
460283,B
460284,A
460287,B
460289,C
460298,A
460306,D
460310,C
460315,D
460319,D
460323,A
460324,A
460327,C
460333,A
460336,B
460340,A
460341,D
460344,A
460348,B
460354,A
460356,D
460358,D
460361,C
460362,D
460365,B
460370,C
460371,A
460378,B
460379,A
460380,D
460381,A
460384,D
460387,A
460388,B
460389,D
460390,A
460392,A
460394,D
460397,A
460399,D
460401,A
460404,A
460405,D
460406,D
460408,A
460409,D
460415,A
460431,D
460437,B
460440,D
460443,C
460449,D
460450,C
460453,A
460459,D
460460,D
460477,D
460484,D
460485,D
460489,D
460495,D
460505,A
460507,D
460508,D
460518,C
460541,D
460545,D
460546,C
460549,A
460550,C
460551,C
460555,C
460561,C
460563,C
460571,B
460572,A
460574,D
460582,A
460583,D
460585,D
460586,A
460588,D
460597,D
460598,A
460605,A
460612,C
460621,A
460622,B
460626,D
460638,A
460645,C
460653,D
460656,A
460658,C
460661,D
460678,A
460687,B
460691,D
460702,C
460703,D
460706,A
460708,C
460716,B
460720,C
460722,A
460726,B
460727,B
460729,A
460733,D
460740,B
460743,C
460746,D
460763,B
460769,C
